#	human_gene	human_chr	human_strand	hg19_exon_start	hg19_exon_end	hg18_exon_start	hg18_exon_end	human_exon_len	human_intergenic_5p_start	human_intergenic_5p_end	human_intergenic_5p_len	human_intergenic_3p_start	human_intergenic_3p_end	human_intergenic_3p_len	human_exon_divergence	human_intergenic_5p_divergence	human_intergenic_3p_divergence	human_rec_start	human_rec_end	human_rec_rate	chimp_useability	chimp_transcript	chimp_gene_and_exon	chimp_chr	chimp_strand	chimp_UCSC_start	chimp_UCSC_end	chimp_exon_start	chimp_exon_end	chimp_exon_len	chimp_intergenic_5p_start	chimp_intergenic_5p_end	chimp_intergenic_5p_len	chimp_intergenic_3p_start	chimp_intergenic_3p_end	chimp_intergenic_3p_len	chimp_exon_divergence	chimp_exon_callability	chimp_intergenic_5p_divergence	chimp_intergenic_5p_callability	chimp_intergenic_3p_divergence	chimp_intergenic_3p_callability	chimp_rec_start_pos	chimp_rec_end_pos	chimp_interpolated_4Ner/kp_rec_rate	chimp_prop_avg_4Ner/kb_rec_rate	chimp_inversion_sites	vervet_useability	vervet_transcript	vervet_gene_and_exon	vervet_chr	vervet_strand	vervet_UCSC_start	vervet_UCSC_end	vervet_exon_start	vervet_exon_end	vervet_exon_len	vervet_intergenic_5p_start	vervet_intergenic_5p_end	vervet_intergenic_5p_len	vervet_intergenic_3p_start	vervet_intergenic_3p_end	vervet_intergenic_3p_len	vervet_exon_divergence	vervet_exon_callability	vervet_intergenic_5p_divergence	vervet_intergenic_5p_callability	vervet_intergenic_3p_divergence	vervet_intergenic_3p_callability	vervet_rec_start_pos	vervet_rec_end_pos	vervet_interpolated_4Ner/kp_rec_rate	vervet_prop_avg_4Ner/kb_rec_rate	vervet_inversion_sites
1	SPSB1	chr1	+	9427507	9429591	9367448	9369532	2085	9362017	9367447	5431	9369533	9397313	27781	0.001918465	/	/	9364650	9377753	1.423344154	Y	ENSPTRT00000046470	ENSPTRG00000000114_ex2/2	chr1	+	9493302	9495382	9493302	9495382	2081	9487849	9493301	5453	9495383	9581383	86001	0.002531646	1975	0.00456073	4166	0.003906805	70390	9488079	9580839	2.573090395	2.655643181	NA	Y	ENSCSAT00000017767.1	ENSCSAG00000000767.1_ex1/3	chr20	-	122396930	122399005	122396930	122399005	2076	122399006	122404107	5102	122308796	122396929	88134	0.020568071	2042	0.015280136	4712	0.030128622	76970	122308820	122404058	0.190993605	0.190557163	NA
2	CTNNBIP1	chr1	-	9908334	9910834	9848276	9850776	2501	9850777	9860981	10205	9836401	9848275	11875	0.00159936	/	/	9844093	9856859	3.224856297	Y	ENSPTRT00000043749	ENSPTRG00000000122_ex1/6	chr1	-	9999460	10000137	9999460	10000137	678	10000138	10000282	145	9986157	9999459	13303	0.003100775	645	NA	0	0.00395044	11138	9986181	10001045	0.082225377	0.082959746	NA	Y	ENSCSAT00000017762.1	ENSCSAG00000000772.1_ex4/4	chr20	+	121919035	121921621	121919035	121921621	2587	121909101	121919034	9934	121921622	121933006	11385	0.02359882	2373	0.034351645	7627	0.022874807	9705	121909099	121936597	0.075086152	0.100081571	NA
3	FBLIM1	chr1	+	16111043	16113084	15784548	15786589	2042	15780918	15784547	3630	15786590	15789658	3069	0.001469148	/	/	15780028	15787962	2.878658023	N	ENSPTRT00000000441	ENSPTRG00000000208_ex9/9	chr1	+	15995053	15995870	15995053	15997101	2049	15991639	15995052	3414	15997102	16027654	30553	0.001998002	2002	0.002686968	2233	0.002589462	27805	15991633	16027634	0.773019944	0.33346858	NA	Y	ENSCSAT00000017693.1	ENSCSAG00000000840.1_ex1/8	chr20	-	116518678	116520805	116518678	116520805	2128	116520806	116523935	3130	116488371	116518677	30307	0	1744	NA	0	NA	0	116488272	116523839	0.171673799	0.208519184	NA
4	ANKRD13C	chr1	-	70724685	70728530	70259002	70262847	3846	70262848	70266851	4004	70255511	70259001	3491	0.000520021	/	/	70250872	70272567	4.308309089	Y	ENSPTRT00000001618	ENSPTRG00000000853_ex1/13	chr1	-	71498834	71499807	71498834	71499807	974	71499808	71503806	3999	71470411	71498833	28423	0.001040583	961	0.002589332	3862	0.002136512	26679	71469966	71503455	0.664033324	0.650097222	NA	Y	ENSCSAT00000017157.1	ENSCSAG00000001376.1_ex13/13	chr20	+	62876438	62879492	62876438	62879492	3055	62873513	62876437	2925	62879493	62906006	26514	0.0049636	3022	0.037742763	2729	0.022997684	25046	62873668	62905362	0.031923298	0.011112798	NA
5	PTGFR	chr1	+	79002091	79006386	78536406	78540701	4296	78517175	78536405	19231	78540702	78580541	39840	0.003026071	/	/	78536013	78542415	4.691736925	N	ENSPTRT00000059064	ENSPTRG00000000891_ex3/4	chr1	+	79893474	79895155	79893474	79895155	1682	79875403	79893473	18071	79895156	79895427	272	0.00476758	1678	0.004819718	16391	0	272	79875368	79895799	0.237506583	0.231308411	NA	Y	ENSCSAT00000017127.1	ENSCSAG00000001406.1_ex1/2	chr20	-	54659196	54663098	54659196	54663098	3903	54663099	54683361	20263	54622613	54659195	36583	0.000611434	3271	0.034939148	19720	0	33755	54648232	54683325	0.252128972	0.228784517	NA
6	TGFBR3	chr1	-	92145900	92149414	91680343	91683857	3515	91683858	91689764	5907	91662342	91680342	18001	0.00056899	/	/	91678954	91702146	5.890760248	Y	ENSPTRT00000001796	ENSPTRG00000000952_ex1/17	chr1	-	93149095	93150507	93149095	93150507	1413	93150508	93156416	5909	93007396	93149094	141699	0.000724113	1381	0.002581756	5810	0.003113311	132335	93007680	93156296	0.191825153	0.203294128	NA	Y	ENSCSAT00000017072.1	ENSCSAG00000001461.1_ex17/17	chr20	+	41561873	41565343	41561873	41565343	3471	41555665	41561872	6208	41565344	41721193	155850	0.018050542	3324	0.023931927	5641	0.024536142	139590	41098643	42173854	0.00195	0.00185	NA
7	EVI5	chr1	-	92974253	92979527	92508696	92513970	5275	92513971	92538806	24836	92497786	92508695	10910	0.000568828	/	/	92503777	92515359	1.477188719	Y	ENSPTRT00000001813	ENSPTRG00000000962_ex1/18	chr1	-	93999485	93999800	93999485	93999800	316	93999801	94025627	25827	93984436	93999484	15049	0	315	0.002241463	22753	0.002210861	14474	93984239	94025979	0.149661188	0.138722144	NA	Y	ENSCSAT00000017063.1	ENSCSAG00000001470.1_ex22/22	chr20	+	40746372	40746422	40746372	40746422	51	40734593	40746371	11779	40746423	40761619	15197	0.019607843	51	0.012735609	9815	0.023470178	12910	40733650	40761854	0.000386009	0.00038665	NA
8	PLPPR5	chr1	-	99355801	99358660	98890245	98893104	2860	98893105	98903945	10841	98825373	98890244	64872	0.001048951	/	/	98888935	98893540	1.908158296	Y	ENSPTRT00000001862	ENSPTRG00000000993_ex1/6	chr1	-	100456276	100459134	100456276	100459134	2859	100459135	100469981	10847	100031314	100456275	424962	0.002496434	2804	0.001910585	10468	0.003543746	393369	100031074	100470002	0.874836005	0.934699407	NA	Y	ENSCSAT00000017036.1	ENSCSAG00000001497.1_ex6/6	chr20	+	34416266	34419051	34416266	34419051	2786	34405267	34416265	10999	34419052	34835922	416871	0.024963821	2764	0.030875271	10591	0.026542652	313081	34405282	34836122	0.266344652	0.220319097	NA
9	CDC14A	chr1	+	100983807	100985833	100518251	100520277	2027	100511594	100518250	6657	100520278	100529224	8947	0.00098668	/	/	100501607	100524621	1.575624531	Y	ENSPTRT00000043353	ENSPTRG00000001007_ex16/16	chr1	+	102116582	102118608	102116582	102118608	2027	102107092	102116581	9490	102118609	102127765	9157	0.001521298	1972	0.003224073	9305	0.003238053	8956	102106830	102127197	0.173523297	0.181218459	NA	Y	ENSCSAT00000017023.1	ENSCSAG00000001510.1_ex1/16	chr20	-	32822745	32825059	32822745	32825059	2315	32825060	32834571	9512	32812636	32822744	10109	0.015111111	2250	0.027752188	8684	0.002783505	9700	32812636	32834991	0.85569036	0.811453072	NA
10	NTNG1	chr1	+	108023233	108027521	107480611	107484899	4289	107458705	107480610	21906	107484900	107495013	10114	0.000233155	/	/	107480739	107484899	1.233603696	Y	ENSPTRT00000058950	ENSPTRG00000001023_ex9/9	chr1	+	109169178	109170392	109169178	109170392	1215	109158538	109169177	10640	109170393	109638623	468231	0.000914913	1093	0.002214946	10384	0.002974639	429632	109158868	109638710	0.728640494	0.54484583	NA	Y	ENSCSAT00000017010.1	ENSCSAG00000001523.1_ex1/6	chr20	-	26112016	26112246	26112016	26112246	231	26112247	26134877	22631	25905418	26112015	206598	0.008658009	231	0.028945931	20141	0.028509863	188882	25905464	26135031	0.243867721	0.04751208	NA
11	MAN1A2	chr1	+	118065447	118068320	117522825	117525698	2874	117512898	117522824	9927	117525699	117561265	35567	0.001391788	/	/	117523037	117525418	1.245883864	N	ENSPTRT00000047368	ENSPTRG00000024134_ex1/13	chr1	-	120052792	120056512	120052792	120056512	3721	120056513	120060529	4017	120009820	120052791	42972	0.001934236	3619	0.003424658	3796	0.002833354	40235	120010257	120060527	0.557124349	0.5291983	NA	Y	ENSCSAT00000016828.1	ENSCSAG00000001702.1_ex1/13	chr20	-	16201780	16201913	16201780	16201913	134	16201914	16212373	10460	16151796	16201779	49984	0.014925373	134	0.028763441	7440	0.028772157	46260	16151855	16212345	0.356041015	0.342226411	NA
12	TBX15	chr1	-	119425666	119428139	118883043	118885516	2474	118885517	118892272	6756	118798454	118883042	84589	0.000404204	/	/	118879490	118895349	3.094724832	Y	ENSPTRT00000002178	ENSPTRG00000001172_ex9/9	chr1	+	118683535	118684464	118683535	118684464	930	118680855	118683534	2680	118684465	118992862	308398	0.002283105	876	0.00234192	2562	0.002911375	262419	118680821	118991660	0.600649031	0.712262991	NA	Y	ENSCSAT00000016817.1	ENSCSAG00000001712.1_ex8/8	chr20	+	14867933	14871196	14867933	14871196	3264	14861205	14867932	6728	14871197	15166953	295757	0.020436927	2838	0.029462145	5838	0.02716135	207648	14861015	15166938	0.409721126	0.344155214	NA
13	ASH1L	chr1	-	155447677	155452240	155477886	155482449	4564	155482450	155501774	19325	155468892	155477885	8994	0.000438212	/	/	155477924	155482442	2.525201122	Y	ENSPTRT00000002622	ENSPTRG00000001425_ex27/29	chr1	-	134646949	134651513	134646949	134651513	4565	134651514	134671238	19725	134637585	134646948	9364	0.000660211	4544	0.001655531	16913	0.001901382	7889	134637836	134671607	0.10222543	0.106358038	NA	Y	ENSCSAT00000000042.1	ENSCSAG00000002027.1_ex2/27	chr20	+	8364862	8369426	8364862	8369426	4565	8343942	8364861	20920	8369427	8378977	9551	0.007574019	4357	0.018677406	17133	0.025329281	7896	8344728	8378913	6.00E-05	6.00E-05	NA
14	MPZL1	chr1	+	167757057	167761156	167787820	167791919	4100	167781993	167787819	5827	167791920	167800653	8734	0.000243902	/	/	167787851	167791862	1.727129759	N	ENSPTRT00000064035	ENSPTRG00000024131_ex5/5	chr1	+	147149260	147152261	147149260	147152261	3002	147143420	147149259	5840	147152262	147226948	74687	0.00335233	2983	0.001923413	5719	0.003576231	69906	147144646	147226876	0.537626766	0.562746222	NA	Y	ENSCSAT00000009036.1	ENSCSAG00000010949.1_ex1/6	chr25	-	61245561	61249664	61245561	61249664	4104	61249665	61254430	4766	61177562	61245560	67999	0.02548447	3767	0.031007752	3741	0.024568393	57228	61177497	61254506	0.09311274	0.127260984	NA
15	DNM3	chr1	+	172376912	172381857	172407772	172412717	4946	172398291	172407771	9481	172412718	172416702	3985	0.001213101	/	/	172407860	172412258	3.016054308	Y	ENSPTRT00000049851	ENSPTRG00000001684_ex21/21	chr1	+	151890652	151890722	151890652	151890722	71	151881164	151890651	9488	151890723	151897279	6557	0	70	0.001284247	9344	0.002824389	6019	151881067	151896501	0.81878042	0.721608912	NA	Y	ENSCSAT00000009746.1	ENSCSAG00000011661.1_ex1/21	chr25	-	56746214	56746284	56746214	56746284	71	56746285	56755809	9525	56684708	56746213	61506	0	71	0.022505215	9109	0.028612532	56304	56684614	56755665	0.299882549	0.168350404	NA
16	TNFSF4	chr1	-	173152870	173156004	173183731	173186865	3135	173186866	173196088	9223	173163052	173183730	20679	0.000318979	/	/	173183827	173186727	1.142885485	Y	ENSPTRT00000003067	ENSPTRG00000001692_ex1/3	chr1	-	152670433	152673569	152670433	152673569	3137	152673570	152674396	827	152605222	152670432	65211	0.002249357	3112	0.003731343	804	0.004267473	59520	152605989	152674175	0.246023817	0.269659272	NA	Y	ENSCSAT00000009804.1	ENSCSAG00000011720.1_ex3/3	chr25	+	55994189	55997374	55994189	55997374	3186	55993351	55994188	838	55997375	56051979	54605	0	3104	0	802	0	42837	55993369	56051990	0.395549018	0.327290409	NA
17	KCNK2	chr1	+	215408171	215410436	215234828	215237093	2266	215214960	215234827	19868	215237094	215306795	69702	0	/	/	215235436	215236057	3.659593333	Y	ENSPTRT00000058198	ENSPTRG00000001978_ex7/7	chr1	+	195786129	195788368	195786129	195788368	2240	195765572	195786128	20557	195788369	195955031	166663	0.000905387	2209	0.002659041	19932	0.003294499	159053	195765359	195955115	0.367027288	0.466031558	NA	Y	ENSCSAT00000013654.1	ENSCSAG00000015559.1_ex1/7	chr25	-	14340122	14342550	14340122	14342550	2429	14342551	14362044	19494	14270072	14340121	70050	0.012987013	2387	0.0357881	18386	0.030876371	64904	14270112	14361692	0.530062667	0.61363232	NA
18	ESRRG	chr1	-	216676588	216680525	216503246	216507183	3938	216507184	216513167	5984	216463321	216503245	39925	0.001015744	/	/	216504008	216506575	1.540454	Y	ENSPTRT00000043883	ENSPTRG00000023622_ex1/7	chr1	-	197078233	197082179	197078233	197082179	3947	197082180	197088178	5999	197036266	197078232	41967	0.002320186	3879	0.004198006	5717	0.004505617	32404	197036292	197088182	1.304908711	1.292590348	NA	Y	ENSCSAT00000013773.1	ENSCSAG00000015679.1_ex7/7	chr25	+	13086772	13090733	13086772	13090733	3962	13080744	13086771	6028	13090734	13132154	41421	0.008706786	3905	0.030395137	5922	0.034457744	27570	13081019	13140073	0.140698158	0.480415072	NA
